__fact_key__,institution,period,publisher,journal_full_title,issn,doi,is_hybrid,country,euro
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Cancer,0020-7136,10.1002/ijc.33423,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14674,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Heart Failure,1388-9842,10.1002/ejhf.2064,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Heart Failure,1388-9842,10.1002/ejhf.2059,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Annals of Neurology,0364-5134,10.1002/ana.25963,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Echocardiography,0742-2822,10.1111/echo.14949,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Acta Neurologica Scandinavica,0001-6314,10.1111/ane.13377,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Neurology,1351-5101,10.1111/ene.14647,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transplant International,0934-0874,10.1111/tri.13787,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Bioelectromagnetics,0197-8462,10.1002/bem.22311,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical & Experimental Allergy,0954-7894,10.1111/cea.13785,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pacing and Clinical Electrophysiology,0147-8389,10.1111/pace.14117,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Developmental Medicine & Child Neurology,0012-1622,10.1111/dmcn.14717,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Acta Paediatrica,0803-5253,10.1111/apa.15630,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Allergy and Immunology,0905-6157,10.1111/pai.13402,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Experimental Dermatology,0906-6705,10.1111/exd.14226,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,PROTEOMICS - Clinical Applications,1862-8346,10.1002/prca.202000050,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Biophotonics,1864-063X,10.1002/jbio.202000093,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Immunology,0014-2980,10.1002/eji.202048557,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Sleep Research,0962-1105,10.1111/jsr.13224,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Heart Failure,1388-9842,10.1002/ejhf.2025,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Experimental Dermatology,0906-6705,10.1111/exd.14212,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,FEBS Journal,1742-464X,10.1111/febs.15587,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Biophotonics,1864-063X,10.1002/jbio.202000348,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Biometrical Journal,0323-3847,10.1002/bimj.201900190,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Transplantation,1397-3142,10.1111/petr.13892,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transboundary and Emerging Diseases,1865-1674,10.1111/tbed.13872,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Leukocyte Biology,0741-5400,10.1002/jlb.4ri0820-535r,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of the American Geriatrics Society,0002-8614,10.1111/jgs.16875,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Magnetic Resonance in Medicine,0740-3194,10.1002/mrm.28558,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Brain Pathology,1015-6305,10.1111/bpa.12897,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Legal and Criminological Psychology,1355-3259,10.1111/lcrp.12184,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Epilepsia,0013-9580,10.1111/epi.16719,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,British Journal of Dermatology,0007-0963,10.1111/bjd.19556,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of the European Academy of Dermatology and Venereology,0926-9959,10.1111/jdv.16947,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,JDDG Journal der Deutschen Dermatologischen Gesellschaft,1610-0379,10.1111/ddg.14279,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Thrombosis and Haemostasis,1538-7933,10.1111/jth.15092,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of the European Academy of Dermatology and Venereology,0926-9959,10.1111/jdv.16915,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of the European Academy of Dermatology and Venereology,0926-9959,10.1111/jdv.16926,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14471,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,The FASEB Journal,0892-6638,10.1096/fj.202000408rr,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14581,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Experimental Dermatology,0906-6705,10.1111/exd.14182,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Immunology,0014-2980,10.1002/eji.202048713,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Acta Physiologica,1748-1708,10.1111/apha.13548,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Molecular Carcinogenesis,0899-1987,10.1002/mc.23253,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Current Protocols in Mouse Biology,2161-2617,10.1002/cpmo.84,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Paediatric Dentistry,0960-7439,10.1111/ipd.12715,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Magnetic Resonance in Medicine,0740-3194,10.1002/mrm.28507,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14560,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Neuropathology and Applied Neurobiology,0305-1846,10.1111/nan.12655,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Bipolar Disorders,1398-5647,10.1111/bdi.12980,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,BJOG An International Journal of Obstetrics & Gynaecology,1470-0328,10.1111/1471-0528.16462,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14541,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,FEBS Letters,0014-5793,10.1002/1873-3468.13898,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical Pharmacology & Therapeutics,0009-9236,10.1002/cpt.2016,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical Genetics,0009-9163,10.1111/cge.13826,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transplant Infectious Disease,1398-2273,10.1111/tid.13436,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,PROTEOMICS - Clinical Applications,1862-8346,10.1002/prca.201900131,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,ANZ Journal of Surgery,1445-1433,10.1111/ans.16212,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Addiction Biology,1355-6215,10.1111/adb.12951,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,American Journal of Reproductive Immunology,1046-7408,10.1111/aji.13311,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Neuropathology and Applied Neurobiology,0305-1846,10.1111/nan.12643,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Cosmetic Science,0142-5463,10.1111/ics.12653,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,JDDG Journal der Deutschen Dermatologischen Gesellschaft,1610-0379,10.1111/ddg.14175,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,FEBS Journal,1742-464X,10.1111/febs.15469,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Skin Research and Technology,0909-752X,10.1111/srt.12924,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Neuropathology and Applied Neurobiology,0305-1846,10.1111/nan.12639,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Clinical Ultrasound,0091-2751,10.1002/jcu.22890,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,American Journal of Medical Genetics Part A,1552-4825,10.1002/ajmg.a.61735,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Eating Disorders Review,1072-4133,10.1002/erv.2756,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,American Journal of Transplantation,1600-6135,10.1111/ajt.16122,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Diabetes,1399-543X,10.1111/pedi.13065,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical Pharmacology in Drug Development,2160-763X,10.1002/cpdd.845,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatrics International,1328-8067,10.1111/ped.14340,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,BJOG An International Journal of Obstetrics & Gynaecology,1470-0328,10.1111/1471-0528.16108,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transplant Infectious Disease,1398-2273,10.1111/tid.13363,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,British Journal of Dermatology,0007-0963,10.1111/bjd.19304,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Therapeutic Apheresis and Dialysis,1744-9979,10.1111/1744-9987.13532,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Echocardiography,0742-2822,10.1111/echo.14759,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Echocardiography,0742-2822,10.1111/echo.14760,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Cardiac Surgery,0886-0440,10.1111/jocs.14734,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Cancer,0020-7136,10.1002/ijc.33123,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,The Oncologist,1083-7159,10.1634/theoncologist.2020-0085,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical Oral Implants Research,0905-7161,10.1111/clr.13622,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Alcoholism Clinical and Experimental Research,0145-6008,10.1111/acer.14354,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Cancer Care,0961-5423,10.1111/ecc.13279,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Neuroscience,0953-816X,10.1111/ejn.14784,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,International Union of Crystallography (IUCr),Journal of Synchrotron Radiation,1600-5775,10.1107/s1600577520005603,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Neurology,1351-5101,10.1111/ene.14326,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Immunology,0014-2980,10.1002/eji.201948509,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,American Journal of Transplantation,1600-6135,10.1111/ajt.15933,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Allergy and Immunology,0905-6157,10.1111/pai.13271,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of the European Academy of Dermatology and Venereology,0926-9959,10.1111/jdv.16556,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Addiction Biology,1355-6215,10.1111/adb.12915,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Acta Psychiatrica Scandinavica,0001-690X,10.1111/acps.13178,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14290,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Molecular Carcinogenesis,0899-1987,10.1002/mc.23202,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,European Journal of Neurology,1351-5101,10.1111/ene.14269,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Annals of Neurology,0364-5134,10.1002/ana.25754,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Acta Physiologica,1748-1708,10.1111/apha.13479,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Hepatology,0270-9139,10.1002/hep.31274,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Research in Nursing & Health,0160-6891,10.1002/nur.22022,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Gastroenterology and Hepatology,0815-9319,10.1111/jgh.15071,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transfusion,0041-1132,10.1111/trf.15827,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Cancer,0020-7136,10.1002/ijc.33003,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Movement Disorders Clinical Practice,2330-1619,10.1002/mdc3.12949,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Neuropathology and Applied Neurobiology,0305-1846,10.1111/nan.12617,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,EMBO,The EMBO Journal,0261-4189,10.15252/embj.20105114,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14293,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Annals of Neurology,0364-5134,10.1002/ana.25734,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,The Journal of Pathology,0022-3417,10.1002/path.5438,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14254,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,British Journal of Dermatology,0007-0963,10.1111/bjd.19018,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Statistics in Medicine,0277-6715,10.1002/sim.8534,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Liver Transplantation,1527-6465,10.1002/lt.25748,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Blood & Cancer,1545-5009,10.1002/pbc.28265,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Bone and Mineral Research,0884-0431,10.1002/jbmr.3995,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Clinical Psychology & Psychotherapy,1063-3995,10.1002/cpp.2437,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Drug Testing and Analysis,1942-7603,10.1002/dta.2784,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Cytometry Part A,1552-4922,10.1002/cyto.a.23997,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Magnetic Resonance in Medicine,0740-3194,10.1002/mrm.28247,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14227,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Pediatric Transplantation,1397-3142,10.1111/petr.13683,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Transboundary and Emerging Diseases,1865-1674,10.1111/tbed.13499,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,International Journal of Cancer,0020-7136,10.1002/ijc.32897,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Neuropathology and Applied Neurobiology,0305-1846,10.1111/nan.12598,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Journal of Clinical Ultrasound,0091-2751,10.1002/jcu.22815,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,EMBO,EMBO reports,1469-221X,10.15252/embr.201948530,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,British Journal of Dermatology,0007-0963,10.1111/bjd.18867,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2020,Wiley-Blackwell,Medical Education,0308-0110,10.1111/medu.14057,TRUE,DEU,2134.9
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Journal of Cellular Biochemistry,0730-2312,10.1002/jcb.30134,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Journal of Biophotonics,1864-063X,10.1002/jbio.202000453,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,European Journal of Neurology,1351-5101,10.1111/ene.14737,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Acta Obstetricia et Gynecologica Scandinavica,0001-6349,10.1111/aogs.14103,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Journal of the European Academy of Dermatology and Venereology,0926-9959,10.1111/jdv.17131,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Transplant International,0934-0874,10.1111/tri.13834,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Allergy,0105-4538,10.1111/all.14757,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Clinical & Experimental Allergy,0954-7894,10.1111/cea.13838,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Experimental Dermatology,0906-6705,10.1111/exd.14298,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,BJU International,1464-4096,10.1111/bju.15353,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Acta Obstetricia et Gynecologica Scandinavica,0001-6349,10.1111/aogs.14120,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Journal of Bone and Mineral Research,0884-0431,10.1002/jbmr.4267,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,European Journal of Neurology,1351-5101,10.1111/ene.14766,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Movement Disorders,0885-3185,10.1002/mds.28557,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,Transplant International,0934-0874,10.1111/tri.13849,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,International Journal of Cancer,0020-7136,10.1002/ijc.33523,TRUE,DEU,2573.16
Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,2021,Wiley-Blackwell,The FASEB Journal,0892-6638,10.1096/fj.202002340rr,TRUE,DEU,2573.16
